区域,北京,餐饮类型,火锅,店铺id,298462,店铺名称,东来顺（世界公园店）,经度,116.290989,纬度,39.813989
用户,星级,评论
vfJ603975766,5.0,超级好，服务态度好，小菜无限畅吃，我们六个人去的，用了两张美团券，一共花了255，超级好吃，而且价格又便宜，很值得去吃，附近最好的烤肉了，不用去韩国也可以吃到韩国的正宗烤肉，美味呀，大家一定要去吃哦！#五花肉#
晋…腾总,2.0,服务态度不好，上菜慢，无法形容
梦梦6025,4.0,很好的一次团购体验，有活动还会再参加很好的一次团购体验，有活动还会再参加
keke_kimmy,3.0,整体不错，很好，很划算呀，可以经常去吃
叶梓蘇,3.0,菜品还好，价格不算贵，人好多排队
匿名用户,5.0,菜品菜品菜品菜品菜品菜品菜品菜品
blue星辰,3.0,一般，味道一般量还少，有点贵。
亲亲水蜜糖,4.0,介个真心不错，我们四个女生，吃得超级撑，都没有吃主食，有服务生专门给烤肉的，所以可以依照个人口味选择吃几成熟。
小小兵魂,3.0,口味不错！比较满意！！！！！！
ukR768700566,5.0,很好的地方，服务也很热情。常去，吃的不错。推荐。
SGJ875878633,4.0,很满意，吃到撑啊！强烈推荐，值得一来的店。
美团团那路,4.0,菜还可以    环境不错       下次有机会还来
夕簌,4.0,口味还不错，服务也可以，离家近，想吃肉的好地方，石锅拌饭免费送
小二cm,5.0,超级棒哦，下次一定还会去的，希望环境有待提高
ZQO572184300,5.0,爱吃 好吃，试试吧！～～～～…………～～……～～～～
匿名用户,5.0,推荐，服务好，干净，赠送小菜很好
tomas的朋友,4.0,第二次去吃，味道不错，点了带排骨的牛排，有点失误，应该点小排。
匿名用户,5.0,昨天跟朋友一起去的！当时去的时候人不多！小菜很给力，味道也很不错！吃完了还可以再点！肉肉也挺新鲜的！我不是食肉动物也吃了不少！ 特别要推荐的就是蛋羹还有南瓜粥，味道相当不错的！石锅拌饭也很好吃！团购的套餐两个人都吃不完！#石锅拌饭##鸡蛋羹##南瓜汤##调味牛五花#
刘可乐Fiona,5.0,真的真的真的真的太太太太太好吃了，来过好几次了
_qq57k1378181554,5.0,很好吃，很正宗，韩国人开的，小菜很不错，可以无限加
xming666,5.0,口味很好 环境很好 服务态度很好
klj780016792,5.0,可以吃。经济实惠，倆台点倆份肉就行。小菜，拌饭免费吃。
匿名用户,5.0,好吃，非常好吃，经济实惠。位置也很好找，服务态度特别棒，如果你有需要服务员也会帮你烤肉。（悄悄的告诉各位，老板好帅的。）
tvW391541023,4.0,环境好 服务也不错 下次还会光顾
jYS866278948,4.0,非常完美，食物非常多，吃不了，肉烤的很棒
匿名用户,5.0,非要十五个字，还差八个，哟～好了够了……
wPF430222680,4.0,菜品非常好！而且做了单间，服务也不错，全程都是服务员帮助烤的
Joymary,4.0,适合我这种喜欢品种多的消费者，每次吃小菜都觉得不错
KlI87013502,4.0,经常去的一家烤肉店 很不错 推荐
gl_闲人,5.0,肉肉很好吃，服务员很热情。强烈推荐！
酱油发,5.0,好吃666666666666666666666666
HengXue92,2.0,之前的几次是服务人员烤好放烤架边缘，看你吃的差不多会给你烤下一个，非常好，现在全部都让自己烤，目睹旁边两老爷们都把肉烤糊了，叫服务员问为什么不给烤，他们说过年人少，如果真的很忙我们也可以理解，可是明明两旁站着都在聊天开玩笑，好吧，他们太累了，我们也是自己烤的，朋友们要注意别烫伤自己
匿名用户,4.0,肉质还不错，主食是无限量的，但是做的不是很精致，温面一点味道也没有，建议不用无限量，把石锅拌饭和冷面做好，谢谢～
jUy348809297,3.0,环境不错 服务质量也好 人均消费也不高 比汉拿山好
szx8528,5.0,一如既往的支持！！很赞！推荐 推荐
summer8889,5.0,口感，环境都是很不错呢，每次路过都来吃
小荣儿小捷儿,5.0,和望京是一个老板。很好吃，美味。多次过去了。很喜欢
匿名用户,4.0,三人套餐，根本吃不完，肉很多，服务也好
wPF430222680,5.0,三人套餐，根本吃不完，肉很多，服务也好
号号09969222031,5.0,好吃，经常去，也很实惠，送的东西很多
匿名用户,3.0,菜品还不错，也有很多小菜，店生意也感觉挺好的，送了石锅拌饭，总体还行
毛叔正,5.0,很好，菜品丰富可口，服务周到，很值得去
Miniqi528,5.0,性价比超高的团购！牛肉质量很好!
大大大momo沫沫,5.0,每次都忍不住跑好远去吃，特别好吃，小菜，汤都很好
wangyancathy1,4.0,味道很好 值得推荐！！！！！！！
guzitian521,4.0,中午去吃的，基本没有排队。味道很棒，南瓜粥巨甜。烤肉容易糊
GUS452857260,3.0,还行，吃饭人挺多的，早点去吃还可以
meixiangsiyi7712,3.0,经常去，小菜都是免费的很实惠哦
iCF870478172,5.0,经济实惠，主食和小菜无限供应，服务态度也很不错就是没有我最爱的五花肉片
倩倩的心晴,4.0,味道好，很正宗，就是越来越贵啦！不过肉还是很新鲜，有人帮忙烤，送的小菜也是多种多样，可以再续的，个人觉得非常不错呢！环境更是不用说了，很适合情侣，朋友来感受的。和朋友来过很多次了，朋友们也都觉得非常好！
ALROCCO1,5.0,量很足啊吃的特别棒haha 下次继续
爆米花胖嘟嘟,5.0,口感好、气氛佳、特别喜欢，每次吃完了都很满足
徯婳,5.0,嗯环境不错，经常去。美团好用，赞赞赞
冉小冉0324,4.0,上次团过一次觉得不错，这次又团了，服务依然很好！
zay1005,3.0,好吃哦 就是鸡腿菇要自己烤 好累
Alex丶鹏鹏,4.0,不错~吃到撑死！管够！下次可以再去~
六七柒__,5.0,好评哦～特别好吃，也好划算～～
zzz9032008,4.0,好吃不贵，很实惠。能代烤#菲力牛排# #排骨肉# #烤牛肉# #五花肉# 都蛮不错！
kUv673225129,5.0,味道不错，价格实惠，干净卫生，值得推荐
BKg57646698,5.0,味道特别好，吃烤肉就要来它家，非常棒哦
哈啦嘟嘟嘴,3.0,很不错，就是人多的时候上菜有点慢，总体还好，可以理解！
匿名用户,2.0,总之不如以前，服务还是老样子，主要就是套餐里的食物好些都没有了，我最爱的拔丝红薯卖完了 螃蟹脚也没有，没有就没有，也不跟我说一声？生意太好了呵呵。还有，能不能不要在顾客面前算计生意经。
史恏恏,5.0,肉！肉！肉！重要的事情说三遍！很好吃很赞
joycesun1973,4.0,物美价廉。五花肉，小牛排都很不错！
bXM749303289,4.0,佟丽娅咯了伟凯我了伟凯吗伟凯我太重OK伟凯
北北小诗,4.0,菜品不多，但是小碟和主食无限量供应，绝对是可以吃饱的。
茹意雅,5.0,之前都是工作日的时候去吃，这次赶上了周末人很多，虽然等了一会 但还是很激动。满满的幸福，很好吃
Zhomilan,4.0,环境很好。味道也很棒。 就是太多了吃不完啊
肉枣儿008,4.0,菜量很足，有很多配菜。值得去品尝
巴萨盛世,5.0,还是很好吃，来他们家已经很多次了。
浪荡腼腆的姑娘,5.0,开心愉快的用餐 服务还可以 因为饭点人多 大家也都忙 不过也不错 哈哈哈哈 每次都去 以后还去 而且都很方便.
Mr.King917,5.0,服务员比以前少多了，都不帮烤了
Mr.King917,5.0,如果没有服务员帮烤那还来干嘛？
miss唐01,5.0,吃过两次了，很好吃，这次带对象一起去的，吃的很饱，也很开心，价格也实惠，菜品“种类多”，星期天去的人很多，等了一会，服务员态度很好。在酒仙桥那，地方很好找，拐个弯，就到了。石锅拌饭很好吃。下次有空还会去#南瓜粥##五花肉##冷面##大酱汤##烤牛五花##牛肉汤##五花肉##玉米沙拉##海带汤##烤口蘑##蒸大虾#
刘小怂1,3.0,味道挺好的。服务也很周到。还会光顾
bXM749303289,3.0,头像咯咯给自己摩羯座哦加油咯了
eME762956398,5.0,炸酱面巨好吃！！！！！强烈推荐
deer9999,5.0,一如既往的支持，牛肉汤味道很好的。
iCF870478172,5.0,好吃！！！！！！！！！！！！！！
ykQ436471925,5.0,强烈推荐辣螃蟹！管够的！很好吃！
liuboyang117,5.0,服务态度好，正常情况下帮助烤，味道非常的好。
liushuhan000,2.0,服务还可以，味道一般，感觉没什么可吃的
清色1976,3.0,离家近常去，周六晚上人不少，服务员一直帮忙烤，篦子换的很勤。小菜品种有7，8样，可以免费续，孩子爱吃里面的小饼，服务员又给拿了一盘。老公爱喝南瓜羹，要能少甜点就完美了。烤肉中规中矩，肥牛又要了一盘，总得来说还行。
zhq010,3.0,.很好吃，小菜很多样可以不限量添加。土豆泥和沙拉是我的最爱
希望0711,3.0,菜品味道还不错，经常去吃就是吃完饭回家要洗衣服
TuL558385215,4.0,菜品很棒，服务和环境也没得说，很喜欢的一家店，支持
小七在美团,4.0,主要是聚会的话，档次高，价位适中
EGW371489246,4.0,还不错，不过不知道为什么，那天那么冷，上的主食也是凉的
obsolescence,5.0,南瓜粥非常好喝！无限量供应！南瓜粥非常好喝！无限量供应！南瓜粥非常好喝！无限量供应！重要的事情说三遍
希望0711,3.0,就是人多菜品味道还可以经常和同事去
zisexinqing,4.0,还不错，虽然我们那区域大湖实习服务生，但服务也很很到位
匿名用户,3.0,挺好，服务态度还可以，总体来说还满意
szx8528,5.0,老板很热情 烤肉很赞 牛舌 五花 必点 送的南瓜粥超赞
CYF133246467,4.0,都很不错，老板值得赞，主要媳妇喜欢
szx8528,5.0,人均一盘肉 免费送的菜品 还以再送 很实惠也超好吃 总去
liuboyang117,5.0,味道非常不错，价格合适，主食全部都免费，不错。烤出来的肉瘦而不柴肥而不腻。强烈推荐
szx8528,5.0,推荐菜：牛舌、五花 门口车位紧张 三排车位找找还是有的
UOh641157720,4.0,总来他们家吃 很棒 就是肉的分量给的越来越少
mummer,5.0,烤肉不错。就是很慢。吃的很多。。
匆匆那年whz,4.0,服务态度没以前好了，而且服务员少，所以烤肉都要自己弄了，不过菜味还是没变，菜价涨了
lji60559199,4.0,我喜欢吃土豆泥和南瓜粥，服务也很好。东西很实惠，88只用了84，觉得挺可惜的
aloetian,3.0,特色是小菜、南瓜粥、小小份的冷面、小小份的石锅拌饭，都是免费的。不足就是服务员人手不足，不能及时帮你换篦子，很难帮你烤一下肉，主要靠自己。
匿名用户,1.0,味道还是和以前一样的好，可服务和以前差的实在太远了，结个账耽误了半个小时，一直说我错最后发现他们自己算错，我是真服了
YaB176635718,5.0,肉不错，楼上挺安静，人不多，环境还不错
CLf576740399,1.0,菜品还可以，服务差评。下午去的，人不是很多，服务态度特别差，一进门服务员就傻呆呆的站着，也不招待，点的东西过了好久才做出来，催菜的时候，女服务员的态度特别不好，直到出门都没有一个微笑，一句谢谢慢走，反正是不回去第二次了。
匿名用户,4.0,很好的店，速度很快，东西很好，还会再来的！！晚来评价了……真心推荐
Conniechenliju,4.0,好吃，新鲜，价格合理，吃了好多次啦
小果她爹,4.0,不错，还行，二大一小够吃，但每盘的量不如单点的
小果她爹,3.0,经常来，量越来越少！二大一小还外加两盘没饱！
WfV828029720,5.0,这可能是北京最好的韩式烤肉店！
匿名用户,5.0,每次来吃赠送的小菜都不重样，并且都很好吃。
匿名用户,3.0,整体感觉一般，没有预想那么丰富
lirui7795,5.0,带不同的朋友来过了  都是赞不绝口啊！很有面
匿名用户,5.0,物有所值！经常去吃！就是现在涨价了！
DFN52101833,4.0,跟姐姐去了好多次了，最喜欢小菜了，无下限哦
KFz670557516,3.0,价格本来就贵，又涨了20元！别的都很好！推荐
匿名用户,5.0,基本上是吃菜吃饱的   给的小菜够多   口味上如果能更适合些中国的口味就更好了
lirui7795,5.0,很划算又很正宗的韩国烤肉！！推荐
lirui7795,5.0,很划算又很正宗的韩国烤肉！！推荐
笑对每一天338,2.0,团的是四人餐，上了很多小菜，但总体来说量还是一般吧，因为谁也不能用泡菜填饱肚子，团购详情上说的主食可以无限继，结果到店被告知只能要四个，而且米饭是剩的，和蒸蛋一样t，是凉的，孩子都不吃。说实话，不满意，不推荐
匿名用户,4.0,挺好，怎么美团非要我凑够15个字呢，郁闷啊
hoping0214,4.0,挺好的，经常去吃，小菜挺多，还送主食
cntja,5.0,好好好好 好好好好 好好好好 好好好好
